Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"Dice.dice_soft/smc/random-fu sampler/22144",0.5040415616663618,0.5023410226864986,0.5064761462089034,3.281108793216356e-3,2.329546008469091e-3,4.28786666444633e-3
"Dice.dice_soft/smc/random-fu sampler/29184",0.6641491586282543,0.6622518854508215,0.667148157694103,3.6798160898633392e-3,1.779156048359759e-3,5.871259012365054e-3
"Dice.dice_soft/smc/random-fu sampler/36224",0.8226208560240674,0.8198331206201365,0.8254748302548116,4.091359107608267e-3,2.7464516329925898e-3,5.747853561904149e-3
"Dice.dice_soft/smc/random-fu sampler/43264",0.9829256527798921,0.980412888382728,0.9859829758172932,3.6522465000095035e-3,2.5818126858881334e-3,5.0328780062725755e-3
"Dice.dice_soft/smc/random-fu sampler/50304",1.1431285060335283,1.1415748810347832,1.1448055946199744,2.1472400132742948e-3,1.5482834580398846e-3,2.702267088440581e-3
"Dice.dice_soft/smc/random-fu sampler/57344",1.301276374263633,1.2896329028521918,1.30732046237701,1.1362136220277028e-2,3.2475096342220364e-3,1.650605123002937e-2
"Dice.dice_soft/smc/random-fu sampler/64384",1.467310768233776,1.4585573456386554,1.4754707476736342,9.498888105914718e-3,7.999387823104913e-3,1.0612254892333013e-2
"Dice.dice_soft/mh by time/monad-bayes sampler/1024",2.7139138042766697e-2,2.7043361358673832e-2,2.726216733057826e-2,3.494939273848944e-4,2.555625847825903e-4,4.928671160566624e-4
"Dice.dice_soft/mh by time/monad-bayes sampler/8064",0.21317907805344405,0.2124693565608231,0.21472165574339766,2.026735446956193e-3,8.110506041467136e-4,3.539347836994004e-3
"Dice.dice_soft/mh by time/monad-bayes sampler/15104",0.40765070171983997,0.40196807926598527,0.41378697785477964,9.88501583643773e-3,8.328926096106823e-3,1.2663544320741193e-2
"Dice.dice_soft/mh by time/monad-bayes sampler/22144",0.5842718431373594,0.5828207075049571,0.5855543462438482,2.063069596514233e-3,1.4978994329975872e-3,2.8721009280619873e-3
"Dice.dice_soft/mh by time/monad-bayes sampler/29184",0.7698697828240121,0.7681539425505557,0.7712975338654887,2.297417995327868e-3,1.4886099706413478e-3,2.7289478200126396e-3
"Dice.dice_soft/mh by time/monad-bayes sampler/36224",0.9628610037852722,0.959967305058644,0.9697560812182736,5.6803606962019335e-3,1.2920071937284757e-3,8.181278641792647e-3
"Dice.dice_soft/mh by time/monad-bayes sampler/43264",1.141865475540173,1.1406699967246037,1.143198154776673,1.5490760559881947e-3,1.011370735442933e-3,2.0203919376646606e-3
"Dice.dice_soft/mh by time/monad-bayes sampler/50304",1.3319691852475006,1.3304069700171426,1.3341947588436167,2.30486620763843e-3,1.0078293332391936e-3,3.3123318624954327e-3
