nohup: ignoring input and appending output to 'nohup.out'
monad-bayes-0.1.0.0: benchmarks
Running 1 benchmarks...
Benchmark monad-bayes-bench: RUNNING...

model,reference,algorithm,sampler,test,64,128,256,384,512,768,1024,1536,2048,3072,4096,6144,9984
DPmixture.dpMemClusters,posteriorClustersDist,mh by time,random-fu sampler,KL divergence,1.1003358246622317,0.9773033008666931,0.6749193240055286,0.5118224035681218,0.32278403286158663,0.22225902619197846,0.2346890194080783,0.10075244794280655,0.17774155989594564,0.1135428955325326,0.10742642779064589,8.05925113358532e-2,8.298741826591795e-2
DPmixture.dpMemClusters,posteriorClustersDist,mh by time,random-fu sampler,KL divergence,0.7438603443564055,0.9226792718642862,0.6311118824146813,0.6632483245105809,0.7102533781474423,0.7366926410997041,0.5242866382971317,0.2746207794084686,0.24952725442345416,0.2253519098495101,0.17084205809508282,0.10052030956540717,4.079900897909928e-2
DPmixture.dpMemClusters,posteriorClustersDist,mh by time,random-fu sampler,KL divergence,0.9852447752713296,1.2929135491164123,1.684355547099279,1.8609817260204855,1.962032119965391,1.6802425775500178,1.4146659601292733,0.991661339778639,0.7384114281844146,0.7479307873716668,0.5567270492483638,0.44496999616935723,0.12539614298686347
DPmixture.dpMemClusters,posteriorClustersDist,mh by time,random-fu sampler,KL divergence,0.24991609436779838,0.2550249542622406,0.1723914399804859,0.2253968863690875,0.215486436267028,0.28186493678081487,0.19283675978987957,0.11616813916471498,0.15247902695202864,0.14877002551207186,7.79205229730594e-2,0.11561391668826619,5.9356321863318184e-2
DPmixture.dpMemClusters,posteriorClustersDist,mh by time,random-fu sampler,KL divergence,0.6662268773170444,0.2666064582103078,0.2420583883459983,0.374742486097441,0.4253846488769262,0.5030999052355563,0.5228194756087063,0.39453027569940574,0.4013128835545021,0.2947421815911213,0.1359334733663871,4.380206494328317e-2,0.11652193449448808
DPmixture.dpMemClusters,posteriorClustersDist,mh by time,random-fu sampler,KL divergence,0.4464656105990953,0.8983770847187524,0.42862737240822235,0.3396220378553507,0.4679246400226912,0.1893568043374483,0.14986871807597693,0.1830290476749575,0.16146456004936743,0.1692751154236335,0.24421861165388184,0.20774965461625164,3.974597479379943e-2
DPmixture.dpMemClusters,posteriorClustersDist,mh by time,random-fu sampler,KL divergence,1.351979879932733,1.0715191380711773,0.7833112087291851,0.669213128072393,0.2789416681669171,0.2930366654033936,0.3839098644875989,0.3547719858343523,0.1701481215440934,0.1634331423252871,0.20047625963158444,0.12400028009019434,4.843590173440875e-2
DPmixture.dpMemClusters,posteriorClustersDist,mh by time,random-fu sampler,KL divergence,1.1026672009193972,0.9266037470258246,0.3586416011516664,0.349190983791363,0.21592262152415223,0.3196388622873674,0.28803658459842874,0.3323277555735904,0.33173223373129535,0.41904258771124153,0.386839826466969,0.2536842327956542,0.17245999584997018
DPmixture.dpMemClusters,posteriorClustersDist,mh by time,random-fu sampler,KL divergence,0.83729149382799,0.6920844419282501,0.7085252904672992,0.6960002505236024,0.7343289119139622,0.7479363729388723,0.5328351782062358,0.7128197793004626,0.7783896473676142,0.5245569708887058,0.2480922999018781,0.1120876580722724,3.982079852009785e-2
DPmixture.dpMemClusters,posteriorClustersDist,mh by time,random-fu sampler,KL divergence,0.6495671625470704,0.6375208530137024,0.7338370606592063,0.6760389828708585,0.5180407117952359,0.5000904198519786,0.6114736365188538,0.6507198493559866,0.6664167837547776,0.9228707960100111,0.7693864252942804,1.2102737221134805,0.7440258757027194
DPmixture.dpMemClusters,posteriorClustersDist,mh by time,random-fu sampler,KL divergence,0.5774643522104023,0.6155924884146504,0.3914441079525799,0.3667278454838234,0.3781217547924729,0.3957875985504731,0.4321697277234021,0.47028159433827543,0.39183709596406247,0.14358800868752458,5.413784853101173e-2,1.2285853722688327e-2,1.217576528471112e-2
DPmixture.dpMemClusters,posteriorClustersDist,mh by time,random-fu sampler,KL divergence,0.9179684009649631,0.9926251987630011,1.0382882128072177,0.7180649457757144,0.5245576022792315,0.3570924758684286,0.22718364532303736,0.18063622557059075,0.18859186952268414,0.1838363071308345,0.14758787129579531,0.11789181167041972,0.19069129547417152
DPmixture.dpMemClusters,posteriorClustersDist,mh by time,random-fu sampler,KL divergence,0.8527788061944125,0.5431606547680796,0.5298849256432989,0.39162361787378297,0.4136041085657335,0.3159827673995309,0.3040582282995905,0.3692921680930998,0.4232454859036856,0.5079120421256084,0.4278593946919622,0.32932530817608446,0.22999699068758533
DPmixture.dpMemClusters,posteriorClustersDist,mh by time,random-fu sampler,KL divergence,0.8748561190990539,0.6316032389653754,0.2482805922819537,0.23741088987071446,0.2681160703840107,0.3049310382557854,0.31670529458725694,0.25498688912004347,0.21461388050285776,0.15502014188869945,0.17291530614274261,0.19359949550857328,0.23531928978546426
DPmixture.dpMemClusters,posteriorClustersDist,mh by time,random-fu sampler,KL divergence,0.9923007467522589,0.9821938260827089,1.0506283262565073,0.3551145830035718,0.21041913910559173,0.21075850956105882,0.1964818633979833,0.2710889685651289,0.31160525691537055,0.3172325076635753,0.35725489047521375,0.15169053352479686,0.24338974400151703
DPmixture.dpMemClusters,posteriorClustersDist,mh by time,random-fu sampler,KL divergence,1.9478064055352684,3.6453396047185054,2.430132441708741,1.388415696210608,0.8984429000372102,0.5413247697202324,0.3937485284997849,0.27234026357583246,0.1658890139018,9.895744238663401e-2,0.29510041863469283,0.38045500486829065,0.14499959237633686
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.19477193055191436,0.21986248856370183,0.13890191308173128,0.11987425585469802,0.17120828010339756,0.2882686501982466,0.11277721994452214,5.6063326442932424e-2,3.3533959778821516e-2,5.5650030137204175e-2,2.470862149604337e-2,4.812609414526524e-2,2.087618891170946e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.16400543711764196,0.18254332583546876,0.12746541262963892,0.12728684595225498,8.701574497554071e-2,7.200071088330234e-2,9.444683425279846e-2,0.6369361757498841,0.4736443997591139,0.22329209272326966,0.1520567697742611,8.518317715284676e-2,5.226619164816504e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,1.091213154886857,0.7134910006670142,0.4827567676414252,0.4642029612919512,0.2856027548290169,0.19065858917249176,0.20219426595739845,0.14363571844046824,6.961875643611766e-2,4.3589407811142886e-2,2.8078278728707495e-2,1.4440183974303234e-2,4.260856143432411e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.45342378944841694,0.4896743007234717,4.685360306069008e-2,0.1616510933194341,0.13540978804846188,0.11780201061785425,0.15912089616541558,0.3198266192863893,0.4395195811583079,0.3342346796528934,0.38917887343270113,0.5917672028116258,0.4911578228213739
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.3779559085269913,0.18613651353483313,0.4484402071419535,0.5966521194634559,0.6473591336245926,0.3505829513341736,0.30007031058504136,0.10881931527137419,8.165798118782344e-2,4.589883989990959e-2,1.850451946918828e-2,4.517144410322275e-2,2.7768356079140882e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.5947659789758339,0.4935050412314394,0.14497611771291136,0.14656177511189528,4.1185698976206525e-2,7.709546698206036e-2,8.06138826184378e-2,2.72559464631573e-2,3.79053395003317e-2,8.557844623961047e-2,0.14229948781044688,0.2308646137153506,9.710055886103917e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.4424840570699176,0.26468798942373173,0.2550770700473362,0.19630011249138635,0.35426951613719365,0.612770535116769,0.6125922846407359,0.2907658568659676,0.13028952704827537,9.204438547867841e-2,8.57875441816967e-2,3.989846640137564e-2,6.3062841441213e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,1.6661950884432284,0.5715560887536558,0.2640922420155961,0.2927514140138976,0.17721320154332057,9.11229868771326e-2,4.417869057324728e-2,2.9695202608934636e-2,2.6158910561857426e-2,1.642476163186471e-2,1.3288063813632867e-2,4.701141171244499e-3,3.32524645407977e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.9727211172041184,0.4179291452821463,0.25781213862513763,0.2815995441397306,0.22870648126067483,0.20836894688417676,0.1575452931241896,9.111461479086996e-2,0.127855481429371,7.614716176003875e-2,3.627796309124405e-2,3.3053717635247906e-2,1.606991618608166e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.2509664418245676,0.24767487825316567,0.47920938950111974,0.6171649077029002,0.3196838320448005,0.21551500819992725,0.12169743079004529,0.11308139950403058,0.11777115599381507,8.219433108214391e-2,5.039472814088614e-2,3.96402205436355e-2,2.8173386237263585e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.5944931152561352,0.32462996690656143,0.12759791137898469,9.123841140565817e-2,4.785606038724663e-2,0.19087547292216422,0.3358716887159238,0.33518078728058476,0.22176485242853075,0.20592729123712522,0.10639355236013964,0.1595773403035478,8.002423340462392e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.9033711217374696,0.4043497215701902,0.3909492894858784,0.47434568776047453,0.6153629704061423,0.2792691442598387,0.13354655540092936,5.6476952526654196e-2,4.189379063761012e-2,3.6720621046284686e-2,5.136993026581704e-2,3.661824677258412e-2,6.615758320755769e-3
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,4.698492896043781e-2,0.34656412576404366,1.1907459265104208,1.576111797237267,1.7940098488264382,1.2933538104620288,0.8248158558713716,0.37030214369411096,0.28455691357741114,0.12850280522781235,8.168837802856871e-2,4.1138294782000394e-2,5.0564501862476685e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,6.10413457449718e-2,0.1686212483569841,0.5509114963017624,0.33952464064343174,0.2642272586036601,0.12009750327426057,0.14099374695787817,6.329364612731793e-2,6.768413659635215e-2,9.185330175455789e-2,4.994174142618932e-2,2.1988868068143666e-2,6.674752300791243e-3
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.3227427320924825,0.17337188289662092,0.29081213688523627,0.23101881045433828,0.27689138524819007,0.28230594011745386,0.2381323741126633,0.15152128159352074,0.1046937342206178,0.10380308866643416,7.500050233183199e-2,2.4414169425884372e-2,1.6141951448955985e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.42288089407949764,0.3401644279480709,0.22389740267376643,0.21104850136167258,0.17398065483862196,0.15607492594939484,0.15118684937962146,0.12934919450261234,8.774893972611153e-2,4.390209148721856e-2,2.44858862378059e-2,4.839578848027204e-2,6.35671961334075e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.3675421838168513,0.18933524512490613,0.2164157721174324,0.1446963179617089,0.12321951288301695,0.15184807724260518,8.931821871046451e-2,0.36089860215902925,0.2301055029395721,0.15786237950310283,9.107266496892943e-2,3.557368803124201e-2,1.9789129276462217e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.20419755473992524,0.43580062288524285,0.18891569074213105,0.25235700081611256,0.269257648638359,0.26558512432820736,0.2195707953877697,0.15493649582599855,0.17489551675395473,9.86839015166003e-2,8.537444738040825e-2,2.9097001170456865e-2,2.6402222500387627e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,1.8432413377172003,0.9748594545414765,0.8549334237244879,0.8715354631867377,0.895088658559557,0.4391468524098188,0.23302454415780477,8.059073928261712e-2,7.361113121607696e-2,0.12579653133908916,8.525914005225793e-2,0.1723008246619584,7.375965564731723e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.4053524393081573,0.3500742140539288,0.1250890455609011,9.080439582813674e-2,0.17564158780530303,0.2769714467442539,0.20834567169886437,0.11728060864727172,0.11417451201648561,6.826570701572401e-2,2.671026027418349e-2,1.2132939956618377e-2,2.2932830932403236e-3
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.6110639344263338,0.3436367858597524,0.29148024939992967,0.33054570927622673,0.17803782619488365,6.321458313606995e-2,9.964439300601637e-2,0.10134078052414103,4.375481457916771e-2,4.161281889286186e-2,4.539893113796975e-2,3.028513839925756e-2,1.7921074750216936e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.20155723949683307,0.36196598081817416,0.21418664064346843,0.11505480126925924,0.11803357134105213,3.608287853393828e-2,5.816380167462136e-2,7.370733723792212e-2,4.499179458017911e-2,3.739626195552631e-2,5.792611379440592e-2,3.744320630039387e-2,3.285820157361062e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.17519546172091105,0.15620690030761392,0.9608219244153284,0.7797999491842535,0.5192041342035092,0.2924169634018414,0.20732863128203005,0.15577102372820825,0.14973612151349552,0.18377203156242847,9.343199569518171e-2,5.894600428689487e-2,4.3218853859106614e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.1779830859890661,0.3782943245774021,0.5746955195610018,0.1767403831113557,5.746520454029522e-2,0.1828273831416494,0.23455707114095492,0.3751443101947852,0.4832832253924266,0.6232852048612018,0.5717992455804761,0.3326511144722222,0.1326488241355537
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.6577187050557696,0.30766005873701774,0.2178469598639553,0.10862460319835542,0.107307322407459,0.11152263864808455,7.315932286910902e-2,5.688718102556664e-2,0.10385337945040746,0.36538052875169424,0.27858036856386786,0.16277063387531285,9.020678614156638e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.5464429415612283,0.40802556604121254,4.936332043970613e-2,5.470657379474746e-2,7.991614344439125e-2,7.820282940939151e-2,9.324066924746767e-2,9.062960381214613e-2,0.12695155232524857,6.271758140616406e-2,4.194531910599483e-2,1.643619017883749e-2,4.445590070271031e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.3408184540171161,0.36909048425254937,0.26483863091468607,0.14178671974602827,7.394182940469005e-2,9.470981752405036e-2,0.11291663403951319,0.135841265688058,8.848518139111322e-2,3.52282984355491e-2,2.2963178223821826e-2,0.20314320427846333,0.1622342753064104
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.4804807101135837,0.6357891320215251,0.30097549614686003,0.2544431177509043,0.16724981742948014,6.091806601740633e-2,2.4421001764534107e-2,3.351869892299522e-2,3.080158407058907e-2,7.029056556066156e-2,0.10368787188841726,3.5395560181317544e-2,1.3491828556971376e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.43762998589692237,8.762412870058355e-2,0.33821267323580284,0.2296634984964985,0.16831013473273998,7.214066220762974e-2,2.9169159750154265e-2,7.334111474854482e-2,6.508775789264874e-2,6.100835118513835e-2,5.24111689444667e-2,3.892283115113098e-2,2.4600809898458906e-2
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.8872507927728096,0.3583733442952105,0.3507502152989152,0.17403139749946087,0.15481133991723522,0.22097704334430884,0.13281353191186474,9.11365107143536e-2,6.450266907890316e-2,6.256394727523347e-2,5.0747680976332345e-2,4.2513743561171456e-2,0.16428121512337104
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.6685004331066229,0.4552995686838456,0.5604895474997043,0.6914068870419129,0.23598753977276918,0.2177547796382126,0.10043438224226209,5.414736797907443e-2,2.683846836006225e-2,2.326037814941646e-2,9.072739387417701e-2,0.13394075524037935,0.1236999725439353
DPmixture.dpMemClusters,posteriorClustersDist,mhPrior,random-fu sampler,KL divergence,0.6448051032145203,0.3040529849090415,0.18236581124284756,0.3251215385153189,0.263494834244259,0.10427927146623207,4.698261351700121e-2,5.118520364838107e-2,2.8101279975431177e-2,3.1113240788639397e-2,1.2563246986897474e-2,1.736185472055756e-2,1.0011416060317673e-2
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,0.3209484885284412,0.16304983748893404,0.31730374395402927,0.1139188083854284,9.224321010967497e-2,4.5682715591455425e-2,4.309394200553785e-2,2.6579896722802344e-2,5.5734819427837444e-2,1.1323850087647176e-2,1.4512991052685826e-2,9.511735463726871e-3,9.111052688058811e-3
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,0.49421859998275075,0.16164460322586593,0.2745315069789104,6.03187558490276e-2,0.2579555423131188,0.19828355797811237,0.16198521057560944,9.10074738871567e-3,6.948378097475115e-2,2.7917952775072193e-2,2.3903827748153975e-2,2.3989531347537216e-2,9.300320164829838e-3
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,0.6252783769246925,0.17374202548039058,0.3217694099384717,0.4375006508692448,0.1340934278139444,0.10694384805623984,8.586767523965178e-2,1.6436411362195452e-2,1.5502289004769262e-2,2.0372969568499835e-2,4.350184856365877e-2,1.149206537501054e-2,1.3760075073028066e-2
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,0.7119380969094098,1.2051547318220786,0.12005918765504213,0.29623009948915374,4.081558033846512e-2,3.4703318189871366e-2,0.1489941004731147,1.4314793799125229e-2,7.209085657051591e-2,1.793524568029944e-2,0.11819742129217922,9.208909472920077e-2,2.6699101162011393e-2
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,0.5843436702303397,0.20266569412002197,9.266064164097974e-2,2.607292200958001e-2,4.9297715959967583e-2,8.822856386886285e-2,6.615989872388751e-2,9.466916448249749e-2,2.3241024887588904e-2,2.9770820430596413e-2,1.548565092786259e-2,5.217686374605549e-3,3.2087630952107864e-2
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,0.1478956785313653,0.3587536315407392,8.382124821369105e-2,5.189736321121953e-2,5.798639984993984e-2,6.0340273846836434e-2,5.134644282288742e-2,3.3825681001738286e-2,3.12729246440273e-2,2.5255357623031695e-2,1.9712234596463603e-2,1.380484737172581e-2,9.527423639993095e-3
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,0.4971202994765581,0.3249321179755528,0.1567492905772543,5.308011865770164e-2,0.18835455403003143,2.539242371754319e-2,5.41117574111227e-2,7.024137019260178e-2,7.097232617957829e-2,6.442123522689213e-3,2.1916133289697177e-2,3.7909387449473e-2,2.539788544252848e-3
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,0.4183518186125242,0.2736174356502841,0.12302657467925918,5.13978085917989e-2,0.273679495890901,8.22322704416747e-2,6.238537513775795e-2,2.222035985345958e-2,4.706879418944263e-2,1.0067099644604869e-2,0.15791466932067907,4.753146738755187e-2,4.716442309219021e-2
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,6.1854862830702836e-2,0.21485391637503892,0.16968698210426506,2.7148677206362493e-2,8.999106404451832e-2,7.622418014390842e-2,0.1480797221599852,2.6511094928117845e-2,7.096398788368827e-2,5.133293039209095e-2,1.4376044453571352e-2,1.2291222258396772e-2,7.375915590043479e-3
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,0.5705953463849828,0.30703980229628797,0.13921578674640586,0.11721975941244808,8.257279997398428e-2,5.1905925969164615e-2,7.90496418153079e-2,0.12231806108003992,0.14502402350268062,1.0842706822199268e-2,5.017091499586487e-2,5.500151885517774e-3,9.04111022341192e-3
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,0.13568770124544824,0.16681721645497927,7.166541916021016e-2,1.7035576032598504e-2,2.1252998072921307e-2,3.269902459759509e-2,2.3272768893629996e-2,4.602053708067706e-2,8.243337462560356e-2,6.46739729416338e-2,2.8214748803055228e-2,3.681160593110851e-2,1.6876436460814416e-2
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,0.5334064817274897,0.3784972924599939,0.10999750012369366,0.1012110010678101,3.884791894246851e-2,0.12649750714838665,2.192647053276916e-2,5.670416548029236e-3,1.1960779789042912e-2,3.962293199658519e-2,8.0646530939549e-3,1.8878632148696194e-2,2.9113570554338827e-2
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,0.7416019567584139,0.32380872797770954,0.2982019939404164,0.16757322260687987,0.1845596154112316,0.12009534832252586,1.5163759696665783e-2,3.548409214964446e-2,0.11450494154846577,3.984517516809485e-2,3.008956416241837e-2,1.5070056872235487e-2,1.7882126141617032e-2
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,0.17034658474911302,0.24464562207357854,0.16635940785812026,0.29058811455849576,4.701011531564313e-2,4.165659254684817e-2,8.449476753356484e-2,3.6694080352867864e-2,4.520225442607959e-2,2.8688996653208333e-2,5.325785254399031e-2,5.9826149954440175e-2,1.0416141950172271e-2
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,8.924689592422867e-2,0.14675784527934296,0.1122555143254827,5.59523133089933e-2,0.11082410744848639,7.327913103710447e-2,6.354366614715325e-2,4.4509539835136426e-2,1.5302061680305068e-2,1.8496406648428894e-2,4.198196243943754e-2,1.392845444637972e-2,2.472766248900437e-2
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,0.19754426104247877,0.36267150782729274,8.952279783566638e-2,0.16487295899960167,6.084133741771716e-2,7.887001256243306e-2,7.339985604714876e-2,2.4392874519672106e-2,1.1255017563057489e-2,1.3219814282191718e-2,3.12499895787425e-2,5.065185208823808e-3,2.691176847320326e-2
DPmixture.dpMemClusters,posteriorClustersDist,smc,random-fu sampler,KL divergence,0.3691750338551382,0.7697345750613734,0.23598103232728224,0.14696655715705953,6.686764617336521e-2,3.7523289618557096e-2,2.267712822202131e-2,2.4339429399519868e-2,2.1009668444732503e-2,1.6982506368233233e-2,3.144983124729171e-2,3.1239982161165494e-2,4.294136558767466e-2
